label_col,mri_table,number_of_pos,number_of_neg,test_set_size,y_label_ratio,sex_label_ratio,Feature_extraction_applied,Pretraining_applied,model_type,Accuracy,AUC,Balanced_ACC,Permutation_Balanced_ACC,number_of_cross_validations,cross_validation_count,search_term
label_age_group,aseg.volume_aparc.thickness.csv,3046,2643,5331,2.4053648471206155,0.4880885387356968,False,False,TabPFN,0.5445507409491652,0.8657495329349468,0.4453088705438118,0.1736741371589448,5,2,label_age_group_aseg.volume_aparc.thickness.csv
label_age_group,aseg.volume_aparc.thickness.csv,3046,2643,5331,2.4053648471206155,0.4880885387356968,False,False,Random Forest,0.4723316450947289,0.8075707974718863,0.3651530587592922,0.1649122928976801,5,2,label_age_group_aseg.volume_aparc.thickness.csv
label_age_group,aseg.volume_aparc.thickness.csv,3046,2643,5331,2.4059275933220783,0.4927780904145564,False,False,CatBoost,0.4952166572875633,0.8376241476041307,0.3940220369702787,0.1669506513905983,5,3,label_age_group_aseg.volume_aparc.thickness.csv
label_age_group,aseg.volume_aparc.thickness.csv,3046,2643,5331,2.4059275933220783,0.4927780904145564,False,False,XGBoost,0.4828362408553742,0.820561174382358,0.383045479985532,0.1664601457631258,5,3,label_age_group_aseg.volume_aparc.thickness.csv
label_age_group,aseg.volume_aparc.thickness.csv,3046,2643,5331,2.4059275933220783,0.4927780904145564,False,False,TabPFN,0.5381729506659163,0.8660141606465587,0.4370701497666522,0.1705328097142697,5,3,label_age_group_aseg.volume_aparc.thickness.csv
label_age_group,aseg.volume_aparc.thickness.csv,3046,2643,5331,2.4059275933220783,0.4927780904145564,False,False,Random Forest,0.4653911086100168,0.8054744591545085,0.3542775464860197,0.1698197941531926,5,3,label_age_group_aseg.volume_aparc.thickness.csv
label_age_group,aseg.volume_aparc.thickness.csv,3046,2643,5331,2.4053648471206155,0.5096604764584506,False,False,CatBoost,0.5126617895329206,0.841188329022014,0.4055814241076612,0.1708048311476533,5,4,label_age_group_aseg.volume_aparc.thickness.csv
label_age_group,aseg.volume_aparc.thickness.csv,3046,2643,5331,2.4053648471206155,0.5096604764584506,False,False,XGBoost,0.4867754642656162,0.8216046707265398,0.3817245305711504,0.1664465845578331,5,4,label_age_group_aseg.volume_aparc.thickness.csv
label_age_group,aseg.volume_aparc.thickness.csv,3046,2643,5331,2.4053648471206155,0.5096604764584506,False,False,TabPFN,0.5578690677171262,0.8700034570627224,0.4523585204634331,0.1706438094146755,5,4,label_age_group_aseg.volume_aparc.thickness.csv
label_age_group,aseg.volume_aparc.thickness.csv,3046,2643,5331,2.4053648471206155,0.5096604764584506,False,False,Random Forest,0.462014631401238,0.8034087941804519,0.3524497833621111,0.1611792493418348,5,4,label_age_group_aseg.volume_aparc.thickness.csv
label_age_group,aseg.volume.csv,3046,2643,5332,2.4056639159789945,0.4998124531132783,True,False,CatBoost,0.4842460615153788,0.832943374069885,0.3918090282668033,0.1706697013202606,5,0,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5332,2.4056639159789945,0.4998124531132783,True,False,XGBoost,0.4819954988747186,0.8164962104777241,0.3861781994482291,0.1694475573157788,5,0,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5332,2.4056639159789945,0.4998124531132783,True,False,TabPFN,0.52344336084021,0.8550246528131792,0.4300590353184478,0.1578028137197652,5,0,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5332,2.4056639159789945,0.4998124531132783,True,False,Random Forest,0.473555888972243,0.8161898931100077,0.371236132929926,0.1618843547672097,5,0,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5332,2.4058514628657166,0.5069392348087022,True,False,CatBoost,0.4949362340585146,0.8278287556107052,0.3956207246427664,0.1640269546061518,5,1,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5332,2.4058514628657166,0.5069392348087022,True,False,XGBoost,0.4739309827456864,0.8072794043279856,0.377199267154864,0.1726971064128834,5,1,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5332,2.4058514628657166,0.5069392348087022,True,False,TabPFN,0.5281320330082521,0.8521912187589193,0.4237423677456702,0.1571515594467859,5,1,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5332,2.4058514628657166,0.5069392348087022,True,False,Random Forest,0.4709302325581395,0.8065726005767159,0.3609525050809334,0.1676960039837973,5,1,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5331,2.4053648471206155,0.4880885387356968,True,False,CatBoost,0.4852748077283811,0.822732649756674,0.3968558809726548,0.1653270584009864,5,2,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5331,2.4053648471206155,0.4880885387356968,True,False,XGBoost,0.4599512286625398,0.805240563421215,0.3690547996902411,0.1639945543767595,5,2,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5331,2.4053648471206155,0.4880885387356968,True,False,TabPFN,0.5134121178015382,0.8481597987541836,0.4236090505945207,0.1687021054095123,5,2,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5331,2.4053648471206155,0.4880885387356968,True,False,Random Forest,0.477771525042206,0.8138816536115775,0.3719436964251426,0.1550216599344266,5,2,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5331,2.4059275933220783,0.4927780904145564,True,False,CatBoost,0.484712061526918,0.8252755251700258,0.3894962261321437,0.16470731079733,5,3,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5331,2.4059275933220783,0.4927780904145564,True,False,XGBoost,0.4635152879384731,0.8091664718205812,0.36983214917625,0.1644508610906425,5,3,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5331,2.4059275933220783,0.4927780904145564,True,False,TabPFN,0.5233539673607203,0.8501478461465144,0.4249588571105949,0.1684694926878632,5,3,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5331,2.4059275933220783,0.4927780904145564,True,False,Random Forest,0.4723316450947289,0.8091583339813457,0.3638908092352593,0.1581481053233647,5,3,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5331,2.4053648471206155,0.5096604764584506,True,False,CatBoost,0.4892140311386231,0.8311009838593044,0.3893743934438354,0.1682195734215589,5,4,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5331,2.4053648471206155,0.5096604764584506,True,False,XGBoost,0.4785218533108235,0.8125005712998904,0.3830177785396893,0.1691411219412413,5,4,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5331,2.4053648471206155,0.5096604764584506,True,False,TabPFN,0.5269180266366535,0.8522769701587771,0.4263681561296244,0.173212402754832,5,4,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5331,2.4053648471206155,0.5096604764584506,True,False,Random Forest,0.4770211967735884,0.8078303715101969,0.3666010830740036,0.1687368612704158,5,4,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5332,2.4056639159789945,0.4998124531132783,False,False,CatBoost,0.4934358589647412,0.8335947957037182,0.3996842241936902,0.1690612939313669,5,0,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5332,2.4056639159789945,0.4998124531132783,False,False,XGBoost,0.4791822955738934,0.8159110397129957,0.3823447160033169,0.1637314559187702,5,0,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5332,2.4056639159789945,0.4998124531132783,False,False,TabPFN,0.5240060015003751,0.8558990572351961,0.4309495106600525,0.1757492296327066,5,0,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5332,2.4056639159789945,0.4998124531132783,False,False,Random Forest,0.4767441860465116,0.8156077617128764,0.3721031661270125,0.1629886540753937,5,0,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5332,2.4058514628657166,0.5069392348087022,False,False,CatBoost,0.4904351087771943,0.8259754715877353,0.3905238508980369,0.1674035733271151,5,1,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5332,2.4058514628657166,0.5069392348087022,False,False,XGBoost,0.4750562640660165,0.8078672453046684,0.3775216503439774,0.1696957879761258,5,1,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5332,2.4058514628657166,0.5069392348087022,False,False,TabPFN,0.5337584396099024,0.8526386326183372,0.4281826401715504,0.1681615552836919,5,1,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5332,2.4058514628657166,0.5069392348087022,False,False,Random Forest,0.4741185296324081,0.805353704056734,0.3655788423696859,0.1601056431446079,5,1,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5331,2.4053648471206155,0.4880885387356968,False,False,CatBoost,0.4858375539298443,0.8225455458880062,0.3930897115650477,0.171719542488317,5,2,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5331,2.4053648471206155,0.4880885387356968,False,False,XGBoost,0.456574751453761,0.8037260231569056,0.3668557157689997,0.1670426843284781,5,2,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5331,2.4053648471206155,0.4880885387356968,False,False,TabPFN,0.5149127743387732,0.8480352058395213,0.4197923790169993,0.1730814214499465,5,2,label_age_group_aseg.volume.csv
label_age_group,aseg.volume.csv,3046,2643,5331,2.4053648471206155,0.4880885387356968,False,False,Random Forest,0.4772087788407428,0.8077142135162968,0.3711974859930968,0.1521865112063507,5,2,label_age_group_aseg.volume.csv
